"path","top_level","category","subsystem","size_bytes","last_write_utc","extension","action","rationale","risk","evidence","owner","notes","bucket"
"client/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.mjs","client","frontend","unclassified","15335","2026-03-02T20:59:48Z",".mjs","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.mjs.map","client","frontend","unclassified","11208","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.umd.js","client","frontend","unclassified","18670","2026-03-02T20:59:48Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.umd.js.map","client","frontend","unclassified","11570","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/LICENSE","client","frontend","unclassified","1080","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/package.json","client","frontend","unclassified","2252","2026-03-02T20:59:48Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/README.md","client","frontend","unclassified","14417","2026-03-02T20:59:48Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/src/binary-search.ts","client","frontend","unclassified","2793","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/src/by-source.ts","client","frontend","unclassified","1244","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/src/flatten-map.ts","client","frontend","unclassified","5417","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/src/resolve.ts","client","frontend","unclassified","699","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/src/sort.ts","client","frontend","unclassified","1445","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/src/sourcemap-segment.ts","client","frontend","unclassified","665","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/src/strip-filename.ts","client","frontend","unclassified","253","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/src/trace-mapping.ts","client","frontend","unclassified","15414","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/src/types.ts","client","frontend","unclassified","3166","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/binary-search.d.cts","client","frontend","unclassified","1585","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/binary-search.d.cts.map","client","frontend","unclassified","902","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/binary-search.d.mts","client","frontend","unclassified","1585","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/binary-search.d.mts.map","client","frontend","unclassified","902","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/by-source.d.cts","client","frontend","unclassified","269","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/by-source.d.cts.map","client","frontend","unclassified","332","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/by-source.d.mts","client","frontend","unclassified","269","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/by-source.d.mts.map","client","frontend","unclassified","332","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/flatten-map.d.cts","client","frontend","unclassified","384","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/flatten-map.d.cts.map","client","frontend","unclassified","471","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/flatten-map.d.mts","client","frontend","unclassified","384","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/flatten-map.d.mts.map","client","frontend","unclassified","471","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/resolve.d.cts","client","frontend","unclassified","208","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/resolve.d.cts.map","client","frontend","unclassified","291","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/resolve.d.mts","client","frontend","unclassified","208","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/resolve.d.mts.map","client","frontend","unclassified","291","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/sort.d.cts","client","frontend","unclassified","325","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/sort.d.cts.map","client","frontend","unclassified","379","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/sort.d.mts","client","frontend","unclassified","325","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/sort.d.mts.map","client","frontend","unclassified","379","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/sourcemap-segment.d.cts","client","frontend","unclassified","766","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/sourcemap-segment.d.cts.map","client","frontend","unclassified","760","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/sourcemap-segment.d.mts","client","frontend","unclassified","766","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/sourcemap-segment.d.mts.map","client","frontend","unclassified","760","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/strip-filename.d.cts","client","frontend","unclassified","196","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/strip-filename.d.cts.map","client","frontend","unclassified","218","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/strip-filename.d.mts","client","frontend","unclassified","196","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/strip-filename.d.mts.map","client","frontend","unclassified","218","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/trace-mapping.d.cts","client","frontend","unclassified","4193","2026-03-02T20:59:48Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/trace-mapping.d.cts.map","client","frontend","unclassified","2559","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/trace-mapping.d.mts","client","frontend","unclassified","4193","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/trace-mapping.d.mts.map","client","frontend","unclassified","2559","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/types.d.cts","client","frontend","unclassified","3144","2026-03-02T20:59:48Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/types.d.cts.map","client","frontend","unclassified","3566","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/types.d.mts","client","frontend","unclassified","3144","2026-03-02T20:59:48Z",".mts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@jridgewell/trace-mapping/types/types.d.mts.map","client","frontend","unclassified","3566","2026-03-02T20:59:48Z",".map","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rolldown/pluginutils/dist/index.cjs","client","frontend","unclassified","7104","2026-03-02T20:59:47Z",".cjs","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rolldown/pluginutils/dist/index.d.cts","client","frontend","unclassified","5254","2026-03-02T20:59:47Z",".cts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rolldown/pluginutils/dist/index.d.ts","client","frontend","unclassified","5254","2026-03-02T20:59:48Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rolldown/pluginutils/dist/index.js","client","frontend","unclassified","6797","2026-03-02T20:59:47Z",".js","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rolldown/pluginutils/LICENSE","client","frontend","unclassified","1302","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rolldown/pluginutils/package.json","client","frontend","unclassified","739","2026-03-02T20:59:48Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rollup/rollup-win32-x64-gnu/package.json","client","frontend","unclassified","451","2026-03-02T20:59:47Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rollup/rollup-win32-x64-gnu/README.md","client","frontend","unclassified","92","2026-03-02T20:59:47Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rollup/rollup-win32-x64-gnu/rollup.win32-x64-gnu.node","client","frontend","unclassified","1972736","2026-03-02T20:59:48Z",".node","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rollup/rollup-win32-x64-msvc/package.json","client","frontend","unclassified","454","2026-03-02T20:59:47Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rollup/rollup-win32-x64-msvc/README.md","client","frontend","unclassified","94","2026-03-02T20:59:47Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@rollup/rollup-win32-x64-msvc/rollup.win32-x64-msvc.node","client","frontend","unclassified","2527232","2026-03-02T20:59:48Z",".node","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@types/babel__core/index.d.ts","client","frontend","unclassified","29219","2026-03-02T20:59:47Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@types/babel__core/LICENSE","client","frontend","unclassified","1141","2026-03-02T20:59:47Z","","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@types/babel__core/package.json","client","frontend","unclassified","1615","2026-03-02T20:59:47Z",".json","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@types/babel__core/README.md","client","frontend","unclassified","1045","2026-03-02T20:59:47Z",".md","TBD","","","","","","generated_dependency_vendor_local"
"client/node_modules/@types/babel__generator/index.d.ts","client","frontend","unclassified","8269","2026-03-02T20:59:47Z",".ts","TBD","","","","","","generated_dependency_vendor_local"
